Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name
2025 Buick Encore GX Sport Touring,New,,"$29,374",Est. $552/mo,Zeigler Buick GMC of Lincolnwood
2024 Cadillac XT5 Luxury,New,,"$42,000",Est. $789/mo,Zeigler Cadillac of Lincolnwood
2024 Ford Bronco Badlands,New,,"$61,218","Est. $1,151/mo",Golf Mill Ford
2022 Kia Sorento SX Prestige,Used,"28,189 mi.","$32,998",Est. $620/mo,CarMax Kenner
2023 Nissan Versa S,Used,"5,967 mi.","$17,998",Est. $338/mo,CarMax Cincinnati
2024 Ford Bronco Wildtrak,New,,"$60,795","Est. $1,143/mo",Golf Mill Ford
2025 Volkswagen Jetta GLI 2.0T Autobahn,New,,"$34,115",Est. $641/mo,Jennings Chevy / VW
2019 Audi Q7 45 Premium Plus,Used,"67,659 mi.","$22,452",Est. $422/mo,Audi Westmont
2022 Kia Soul LX,Used,"89,823 mi.","$15,095",Est. $284/mo,DriveTime of West Chicago
2024 Alfa Romeo Stelvio Quadrifoglio,New,,"$89,990","Est. $1,692/mo",Joe Rizza Maserati Alfa Romeo
2024 Ford Bronco Big Bend,New,,"$46,993",Est. $883/mo,Joe Rizza Ford Lincoln
2024 Ford Bronco Sport Heritage,New,,"$30,160",Est. $567/mo,Joe Rizza Ford Lincoln
2024 Ford Bronco Big Bend,New,,"$39,986",Est. $752/mo,Ford of Homewood
2025 Nissan Rogue Rock Creek,New,,"$35,838",Est. $674/mo,Glendale Nissan
2025 Audi Q3 45 S line Premium Plus,New,,"$48,985",Est. $921/mo,The Audi Exchange
2024 Ford Transit-250 Base,New,,"$52,800",Est. $992/mo,Highland Park Ford Lincoln
2024 Ford Bronco Raptor,New,,"$89,173","Est. $1,676/mo",Arlington Heights Ford
2017 Honda Civic LX,Used,"70,338 mi.","$16,990",Est. $319/mo,Car City Inc
2025 Hyundai IONIQ 6 SE,New,,"$48,368",Est. $909/mo,Hyundai of Palatine
2025 BMW X1 xDrive28i,New,,"$43,815",Est. $824/mo,Knauz Auto Park
2025 Audi Q5 55 S line Premium,New,,"$62,475","Est. $1,174/mo",Audi Naperville
2022 Honda Civic Sport,Used,"46,077 mi.","$22,777",Est. $428/mo,Gerald Nissan of Naperville
2024 Ford Transit-250 Base,New,,"$53,655","Est. $1,009/mo",Al Piemonte Ford
2022 Ford F-150 XLT,Ford Certified,"41,830 mi.","$35,877",Est. $674/mo,Al Piemonte Ford
2025 Chevrolet Trax FWD 2RS,New,,"$25,775",Est. $484/mo,Webb Chevy
2021 Cadillac Escalade ESV Premium Luxury,Used,"18,545 mi.","$82,998","Est. $1,560/mo",CarMax Palm Desert
2019 Toyota RAV4 Adventure,Used,"70,068 mi.","$26,999",Est. $507/mo,Gerald Honda of Countryside
2013 Ford Fusion S,Used,"160,354 mi.","$6,995",Est. $131/mo,Golf Mill Ford
2025 Hyundai Tucson SEL Convenience,New,,"$35,571",Est. $669/mo,AutoNation Hyundai O'Hare
2025 Hyundai Tucson SE,New,,"$31,530",Est. $593/mo,AutoNation Hyundai O'Hare
2023 Nissan Rogue SL,Used,"28,192 mi.","$26,650",Est. $501/mo,INFINITI of Clarendon Hills
2022 Hyundai Tucson SEL,Used,"79,744 mi.","$18,297",Est. $344/mo,Napleton River Oaks Hyundai Kia
2018 Dodge Grand Caravan SXT,Used,"107,591 mi.","$10,988",Est. $207/mo,Phillips Chevrolet of Lansing
2025 Chevrolet Corvette Stingray w/1LT,New,,"$68,070","Est. $1,279/mo",Phillips Chevrolet of Lansing
2017 BMW 320 i,Used,"56,201 mi.","$15,991",Est. $301/mo,Mercedes-Benz of Orland Park
2025 Subaru Crosstrek Sport,New,,"$31,824",Est. $598/mo,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars"
2025 Nissan Rogue SV,New,,"$33,090",Est. $622/mo,Glendale Nissan
2024 Ford Bronco Sport Outer Banks,New,,"$30,187",Est. $567/mo,Ford of Homewood
2025 Volkswagen Atlas Cross Sport 2.0T SE w/Technology 4MOTION,New,,"$44,269",Est. $832/mo,Castle Volkswagen of Schaumburg
2025 Nissan Rogue SL,New,,"$42,668",Est. $802/mo,Woodfield Nissan
2025 Nissan Rogue Platinum,New,,"$42,450",Est. $798/mo,Woodfield Nissan
2016 Chevrolet Silverado 2500 LTZ,Used,"150,822 mi.","$25,772",Est. $484/mo,Advantage Chevrolet of Bolingbrook
2024 Porsche Cayenne S,Used,"6,285 mi.","$108,990","Est. $2,049/mo",Mercedes-Benz of Naperville
2025 Audi Q5 45 S line Prestige,New,,"$60,575","Est. $1,139/mo",Fletcher Jones Audi
2024 Ford Bronco Badlands,New,,"$59,795","Est. $1,124/mo",Murgado Ford of Chicago
2024 Ford Transit-250 Base,New,,"$51,804",Est. $974/mo,Zeigler Ford of North Riverside
2022 Ford Edge SEL,Used,"51,288 mi.","$21,998",Est. $413/mo,CarMax Amarillo
2025 Chevrolet Trax FWD ACTIV,New,,"$25,775",Est. $484/mo,Webb Chevy
2019 Lincoln MKC Black Label,Used,"83,356 mi.","$20,998",Est. $395/mo,CarMax Virginia Beach
2020 Jaguar I-PACE S EV400 AWD Automatic,Used,"12,920 mi.","$22,872",Est. $430/mo,Old Orchard Nissan
2024 Chevrolet Blazer 2LT,Chevrolet Certified,"24,196 mi.","$27,203",Est. $511/mo,Advantage Chevrolet
2025 Toyota Crown Signia XLE,New,,"$45,615",Est. $857/mo,Continental Toyota
2012 BMW 650 i,Used,"58,442 mi.","$16,995",Est. $319/mo,Nexton Motors LLC
2025 MINI Countryman Cooper ALL4,New,,"$41,530",Est. $781/mo,MINI of Glencoe North Shore
2016 Audi Q5 2.0T Premium Plus,Used,"111,368 mi.","$11,999",Est. $226/mo,Your Choice Auto Sales of Posen
2019 Audi Q7 55 Prestige,Used,"79,560 mi.","$24,500",Est. $461/mo,Haus of Imports
2025 Kia Sportage SX,New,,"$32,998",Est. $620/mo,Napleton River Oaks Hyundai Kia
2025 Chevrolet Trax ACTIV,New,,"$26,585",Est. $500/mo,Phillips Chevrolet of Lansing
2024 Ford Bronco Sport Outer Banks,New,,"$33,393",Est. $628/mo,Joe Rizza Ford Lincoln
2025 Lincoln Aviator Reserve AWD,New,,"$65,616","Est. $1,233/mo",Joe Rizza Ford Lincoln
2024 GMC Yukon Denali Ultimate,Used,"5,674 mi.","$90,999","Est. $1,710/mo",Bill Kay Chevrolet
2024 Audi A4 45 S line Premium Plus,Used,"19,155 mi.","$34,495",Est. $648/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2022 Ford Expedition Platinum,Used,"28,482 mi.","$57,550","Est. $1,082/mo",Land Rover Schaumburg
2025 Nissan Sentra SV,New,,"$24,550",Est. $461/mo,Gerald Nissan of Naperville
2021 Cadillac XT6 Sport AWD,Used,"32,016 mi.","$36,899",Est. $694/mo,Maserati of Naperville
2025 GMC Terrain AWD Elevation,New,,"$36,416",Est. $685/mo,Zeigler Buick GMC of Lincolnwood
2024 Cadillac XT5 Premium Luxury,New,,"$50,500",Est. $949/mo,Zeigler Cadillac of Lincolnwood
2024 Subaru Crosstrek Wilderness,New,,"$33,005",Est. $620/mo,Subaru Evergreen Park
2019 Nissan Altima SR,Used,"44,877 mi.","$19,998",Est. $376/mo,CarMax Ocala of Ocala
2016 Chevrolet Silverado 1500 LT Z71,Used,"75,813 mi.","$27,998",Est. $526/mo,CarMax Gainesville
2025 RAM ProMaster 1500 Base,New,,"$54,730","Est. $1,029/mo",Jack Phelan Chrysler Dodge Jeep RAM
2025 Hyundai Tucson SE,New,,"$31,947",Est. $601/mo,AutoNation Hyundai O'Hare
2014 Subaru Impreza WRX STI,Used,"34,856 mi.","$24,958",Est. $469/mo,Grand Subaru
2025 Acura RDX Base,New,,"$52,250",Est. $982/mo,Ed Napleton Acura Kia
2024 Ford Bronco Outer Banks,New,,"$53,012",Est. $996/mo,Willowbrook Ford Kia
2025 Nissan Altima 2.5 S,New,,"$27,505",Est. $517/mo,Bill Kay Downers Grove Nissan
2025 Chevrolet Trax 2RS,New,,"$25,604",Est. $481/mo,Phillips Chevrolet of Lansing
2025 Hyundai Tucson SE,New,,"$30,062",Est. $565/mo,Family Hyundai
2025 Jeep Grand Cherokee L Limited,New,,"$47,886",Est. $900/mo,DuPage CDJR
2021 Audi A6 55 Premium Plus,Used,"45,167 mi.","$31,589",Est. $594/mo,Gravity Autos Chicago
2025 Hyundai Tucson SEL Convenience,New,,"$34,129",Est. $642/mo,Patrick Hyundai of Schaumburg
2024 Ford Bronco Big Bend,New,,"$41,096",Est. $772/mo,Hawk Ford of Carol Stream
2025 Acura RDX Advance Package,New,,"$56,400","Est. $1,060/mo",Muller's Woodfield Acura
2025 Nissan Altima SR,New,,"$30,822",Est. $579/mo,Woodfield Nissan
2025 Audi Q5 55 S line Premium Plus,New,,"$66,660","Est. $1,253/mo",Audi Naperville
2025 Nissan Sentra SR,New,,"$29,720",Est. $559/mo,Gerald Nissan of Naperville
2024 Ford F-150 Lightning Pro,New,,"$58,145","Est. $1,093/mo",Murgado Ford of Chicago
2024 Ford Bronco Badlands,New,,"$69,920","Est. $1,314/mo",Al Piemonte Ford
2025 Ford Explorer Active,New,,"$44,085",Est. $829/mo,Golf Mill Ford
2021 Mazda MX-5 Miata RF Grand Touring,Used,"3,629 mi.","$29,998",Est. $564/mo,CarMax Mechanicsburg
2021 Honda Passport EX-L,Used,"24,769 mi.","$27,998",Est. $526/mo,CarMax Arlington/Ft. Worth
2025 Chevrolet Equinox 1LT,New,,"$29,586",Est. $556/mo,Advantage Chevrolet
2024 Audi A4 45 S line Premium Plus,Used,"12,751 mi.","$36,999",Est. $695/mo,Audi Morton Grove
2016 Toyota Camry SE,Used,"74,837 mi.","$16,000",Est. $301/mo,Roesch Ford
2023 Mercedes-Benz EQS 450 Base 4MATIC,Used,"13,683 mi.","$51,995",Est. $977/mo,Highline Auto Sales
2025 MINI Hardtop Cooper S,New,,"$35,645",Est. $670/mo,MINI of Glencoe North Shore
2024 Lincoln Navigator Reserve,New,,"$103,362","Est. $1,943/mo",Ogden Lincoln Of Westmont
2024 Ford Bronco Badlands,New,,"$60,734","Est. $1,142/mo",Packey Webb Ford
2022 Porsche Macan,Used,"46,258 mi.","$41,998",Est. $789/mo,CarMax Tinley Park
2024 Ford Bronco Wildtrak,New,,"$63,240","Est. $1,189/mo",Arlington Heights Ford
2024 Jeep Grand Cherokee L Altitude,New,,"$40,431",Est. $760/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2022 Toyota Highlander LE,Used,"59,488 mi.","$29,325",Est. $551/mo,Schaumburg Toyota
2025 Cadillac LYRIQ Sport w/1SF,New,,"$65,010","Est. $1,222/mo",Arnie Bauer Cadillac
2025 Chevrolet Equinox LT,New,,"$29,411",Est. $553/mo,Phillips Chevrolet
2025 Jeep Grand Cherokee L Limited,New,,"$51,143",Est. $961/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2025 Nissan Sentra SR,New,,"$29,720",Est. $559/mo,Gerald Nissan of Naperville
2024 INEOS Grenadier Trialmaster,New,,"$74,305","Est. $1,397/mo",Knauz Ineos Grenadier of Lake Bluff
2025 GMC Terrain AWD Elevation,New,,"$33,188",Est. $624/mo,Woody Buick GMC Naperville
2024 Ford Bronco Black Diamond,New,,"$42,932",Est. $807/mo,Murgado Ford of Chicago
2025 Nissan Rogue SV,New,,"$31,900",Est. $600/mo,Berman Nissan of Chicago
2025 Dodge Durango GT Plus,New,,"$48,580",Est. $913/mo,Marino Chrysler Jeep Dodge RAM
2017 BMW 230 I,Used,"49,434 mi.","$21,998",Est. $413/mo,CarMax Lubbock
2024 Honda Civic Touring,Honda Certified,"11,330 mi.","$27,497",Est. $517/mo,Honda City Chicago
2024 Jeep Grand Cherokee L Limited,New,,"$47,678",Est. $896/mo,Hawk CDJR
2024 Mercedes-Benz Sprinter 2500 Cargo 170 WB,New,,"$68,225","Est. $1,282/mo",Loeber Motors Mercedes-Benz
2025 Subaru Crosstrek Limited,New,,"$31,519",Est. $592/mo,Subaru Evergreen Park
2019 Chevrolet Volt LT,Used,"35,407 mi.","$18,998",Est. $357/mo,CarMax Greensboro
2025 Honda Civic Sport,New,,"$27,800",Est. $523/mo,Gerald Honda of Countryside
2024 Ford Bronco Black Diamond,New,,"$55,485","Est. $1,043/mo",Westfield Ford
2025 Volkswagen Jetta GLI 2.0T Autobahn,New,,"$34,237",Est. $644/mo,Jennings Chevy / VW
2025 Honda CR-V Hybrid Sport-L,New,,"$38,464",Est. $723/mo,AutoNation Honda O'Hare
2024 Audi Q3 45 S line Premium Plus,Audi Certified,"10,023 mi.","$34,277",Est. $644/mo,Audi Westmont
2025 Ford Explorer ST-Line,New,,"$47,405",Est. $891/mo,Tasca Ford Midlothian
2025 Kia Sportage EX,New,,"$29,673",Est. $558/mo,Napleton River Oaks Hyundai Kia
2024 Ford Transit-250 Base,New,,"$49,614",Est. $933/mo,Joe Rizza Ford Lincoln
2025 Jeep Grand Cherokee Altitude,New,,"$42,072",Est. $791/mo,DuPage CDJR
2025 Chevrolet Equinox 1LT,New,,"$33,040",Est. $621/mo,Sunrise Chevrolet of Glendale Heights
2025 Nissan Rogue Rock Creek,New,,"$36,553",Est. $687/mo,Glendale Nissan
2024 Ford Transit-150 Base,New,,"$48,985",Est. $921/mo,Highland Park Ford Lincoln
2024 Ford Bronco Outer Banks,New,,"$59,023","Est. $1,109/mo",Currie Motors Ford of Frankfort
2020 Dodge Durango GT AWD,Used,"68,150 mi.","$25,949",Est. $488/mo,Midway Dodge
2024 Dodge Durango R/T AWD,New,,"$55,260","Est. $1,039/mo",Midway Dodge
2024 Ford Bronco Wildtrak,New,,"$61,713","Est. $1,160/mo",Golf Mill Ford
2018 Nissan Kicks S,Used,"64,201 mi.","$15,998",Est. $301/mo,CarMax Salt Lake (South Jordan)
2020 Chrysler Pacifica Touring,Used,"49,008 mi.","$21,998",Est. $413/mo,CarMax Bakersfield
2025 Jeep Compass Latitude,New,,"$27,758",Est. $522/mo,Jack Phelan Chrysler Dodge Jeep RAM
2025 Cadillac XT5 Premium Luxury,New,,"$52,385",Est. $985/mo,Ettleson Cadillac
2025 Ford Explorer Active,New,,"$45,664",Est. $858/mo,Golf Mill Ford
2025 Audi Q5 45 S line Premium Plus,New,,"$57,585","Est. $1,082/mo",Audi Morton Grove
2025 Chevrolet Equinox LT,New,,"$28,995",Est. $545/mo,Jennings Chevy / VW
2024 Lexus NX 350h Premium,Used,"12,416 mi.","$49,705",Est. $934/mo,McGrath Lexus of Westmont
2017 Honda Pilot EX-L w/ Navigation,Used,"95,577 mi.","$17,995",Est. $338/mo,Blue Sky Auto Sales - Crestwood
2023 Nissan Kicks SV,Used,"10,632 mi.","$20,495",Est. $385/mo,DriveTime of West Chicago
2024 Aston Martin DBX 707,New,,"$215,000","Est. $4,041/mo",Napleton Aston Martin Maserati
2025 Nissan Altima 2.5 SR,New,,"$32,765",Est. $616/mo,Bill Kay Downers Grove Nissan
2025 Nissan Rogue Rock Creek,New,,"$36,929",Est. $694/mo,Glendale Nissan
2025 Genesis G70 2.5T,New,,"$46,290",Est. $870/mo,Genesis of Schaumburg
2025 Genesis G70 3.3T Sport Advanced,New,,"$54,655","Est. $1,027/mo",Genesis of Schaumburg
2025 Hyundai Tucson SE,New,,"$29,740",Est. $559/mo,Webb Hyundai Highland
2020 BMW X7 xDrive40i,Used,"64,545 mi.","$37,801",Est. $711/mo,Arlington Heights Ford
2022 BMW X2 xDrive28i,BMW Certified,"23,447 mi.","$30,995",Est. $583/mo,Knauz Auto Park
2024 Ferrari 296 GTB,Ferrari Certified,"1,045 mi.","$359,900","Est. $6,765/mo",Lake Forest Sports Cars
2025 Audi Q5 45 S line Premium,New,,"$54,000","Est. $1,015/mo",Fletcher Jones Audi
2018 Mitsubishi Outlander Sport 2.0 ES,Used,"85,052 mi.","$8,995",Est. $169/mo,Blue Sky Auto Sales - Brighton Park
2024 Nissan Altima SR FWD,Used,"21,525 mi.","$25,949",Est. $488/mo,Midway Dodge
2023 Kia Forte GT-Line,Used,"40,150 mi.","$19,998",Est. $376/mo,CarMax Memphis
2024 Dodge Durango GT,New,,"$42,220",Est. $794/mo,Hawk CDJR
2024 Jeep Grand Cherokee L Limited,New,,"$42,415",Est. $797/mo,Hawk CDJR
2018 Ford F-150 XL,Used,"81,550 mi.","$24,795",Est. $466/mo,Asia Motors Inc.
2020 Toyota RAV4 XLE,Used,"31,898 mi.","$25,998",Est. $489/mo,CarMax Ocala of Ocala
2017 Audi A4 Premium,Used,"65,293 mi.","$18,998",Est. $357/mo,CarMax Hillside (Eisenhower Expy)
2025 Audi Q5 45 S line Premium Plus,New,,"$58,175","Est. $1,093/mo",Audi Morton Grove
2025 Audi Q5 40 Premium Plus,New,,"$55,990","Est. $1,052/mo",Audi Morton Grove
2017 Ford Edge SEL,Used,"75,256 mi.","$14,980",Est. $282/mo,Lucky Motors Megastore of Villa Park
2025 Mercedes-Benz GLE 350 4MATIC,New,,"$66,915","Est. $1,258/mo",Mercedes-Benz of Westmont
2024 Lincoln Corsair Reserve,New,,"$52,985",Est. $996/mo,Napleton Autowerks River Oaks
2012 Chevrolet Sonic 2LT,Used,"112,195 mi.","$6,599",Est. $124/mo,Bill Kay Downers Grove Nissan
2025 Cadillac XT4 Sport,New,,"$46,135",Est. $867/mo,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook"
2025 Cadillac XT5 Luxury,New,,"$48,260",Est. $907/mo,Rizza Cadillac Buick GMC
2023 Cadillac XT4 Premium Luxury,Used,"30,962 mi.","$29,400",Est. $553/mo,INFINITI of Orland Park A Zeigler Auto Group Company
2024 Volkswagen Taos 1.5T SE,New,,"$29,650",Est. $557/mo,City Volkswagen of Highland
2022 Ford F-150 Tremor,Used,"23,195 mi.","$49,401",Est. $929/mo,Arlington Heights Ford
2015 Chevrolet Express 2500 Work Van,Used,"164,000 mi.","$7,900",Est. $148/mo,Kassem Auto Sales
2025 Chrysler Pacifica Select,New,,"$37,923",Est. $713/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2015 BMW X5 M Base,Used,"109,135 mi.","$25,895",Est. $487/mo,Pro Cars USA Inc
2022 Audi e-tron Sportback S line Prestige,Used,"24,187 mi.","$41,888",Est. $787/mo,Chicago Auto Place
2021 Lexus RX 350L Premium,Used,"36,670 mi.","$41,988",Est. $789/mo,McGrath Lexus of Westmont
2020 MINI Convertible,Used,"20,709 mi.","$21,998",Est. $413/mo,CarMax Harrisonburg
2013 Lexus GS 350,Used,"120,630 mi.","$16,998",Est. $319/mo,CarMax Vancouver
2022 Toyota 4Runner SR5,Used,"66,570 mi.","$31,495",Est. $592/mo,Ed Napleton Acura Kia
2002 Mercedes-Benz CL-Class Coupe,Used,"61,350 mi.","$12,630",Est. $237/mo,Adam Auto Group
2025 Kia K5 GT-Line,New,,"$28,524",Est. $536/mo,Ed Napleton Acura Kia
2017 Mercedes-Benz GLS 550 Base 4MATIC,Used,"83,771 mi.","$25,995",Est. $489/mo,Ali Luxury Motors
2025 Kia K5 GT,New,,"$37,549",Est. $706/mo,Ed Napleton Acura Kia
2017 Lincoln Continental Reserve,Used,"57,433 mi.","$24,495",Est. $460/mo,Xchange Motors
2019 Audi TT RS 2.5T,Used,"28,280 mi.","$55,000","Est. $1,034/mo",Napleton Aston Martin Maserati
2017 Jaguar F-PACE 35t Prestige,Used,"40,518 mi.","$21,901",Est. $412/mo,Ogden Lincoln Of Westmont
2016 Cadillac CT6 3.6L Luxury,Used,"70,565 mi.","$21,000",Est. $395/mo,Napleton's River Oaks Chrysler Jeep Dodge RAM
2021 Lexus ES 250 250,Used,"32,209 mi.","$31,939",Est. $600/mo,Lexus Of Orland
2018 Volvo V60 Polestar,Used,"42,620 mi.","$37,755",Est. $710/mo,Autos of Chicago
2014 Ford Focus ST ST,Used,"69,946 mi.","$17,995",Est. $338/mo,Auto Showcase of Carol Stream
1996 Pontiac Firebird Formula WS6,Used,"26,374 mi.","$22,800",Est. $429/mo,Diamond Motorworks
2016 Ford Shelby GT350 Base,Used,"3,470 mi.","$53,738","Est. $1,010/mo",Hawk Ford of Carol Stream
2021 Lexus ES 250 Base,Used,"58,968 mi.","$28,495",Est. $536/mo,Woodfield Lexus
2019 Acura RDX Technology Package,Used,"80,903 mi.","$24,200",Est. $455/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2025 Chevrolet Trax FWD 2RS,New,,"$24,620",Est. $463/mo,Napleton Downtown Chevrolet Buick GMC
2024 Volkswagen Atlas Cross Sport 2.0T SEL,New,,"$43,587",Est. $819/mo,City Volkswagen of Chicago
2025 Chevrolet Equinox AWD ACTIV,New,,"$35,471",Est. $667/mo,Currie Motors Chevrolet
2024 Hyundai Tucson Plug-In Hybrid Limited,Used,"25,120 mi.","$34,998",Est. $658/mo,CarMax Oklahoma City
2023 Dodge Durango Citadel,Used,"13,510 mi.","$38,549",Est. $725/mo,Hawk CDJR
2025 RAM ProMaster 1500 Base,New,,"$54,485","Est. $1,024/mo",Jack Phelan Chrysler Dodge Jeep RAM
2010 Nissan Rogue SL,Used,"128,951 mi.","$6,999",Est. $132/mo,Glenview Luxury Imports
2025 Mercedes-Benz AMG GLC 43 4MATIC Coupe,New,,"$75,855","Est. $1,426/mo",Mercedes-Benz of Westmont
2019 RAM 2500 Laramie,Used,"36,847 mi.","$55,555","Est. $1,044/mo",Haggerty Buick GMC Inc
2013 Nissan Murano SL,Used,"103,449 mi.","$9,950",Est. $187/mo,Chicago Motor Credit
2025 Chrysler Pacifica Select,New,,"$44,407",Est. $835/mo,Bettenhausen Chrysler Dodge Jeep RAM
2025 Lincoln Aviator Reserve AWD,New,,"$72,425","Est. $1,361/mo",Joe Rizza Ford Lincoln
2025 Chevrolet Equinox 1LT,New,,"$29,969",Est. $563/mo,Dick Wickstrom Chevrolet
2025 Jeep Grand Cherokee L Laredo,New,,"$38,648",Est. $726/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2024 Chrysler Pacifica Limited,New,,"$43,300",Est. $814/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2025 Acura RDX Advance Package,New,,"$54,400","Est. $1,023/mo",Muller's Woodfield Acura
2025 Chevrolet Equinox LT,New,,"$26,893",Est. $506/mo,Phillips Chevrolet
2025 Volkswagen Atlas 2.0T Peak Edition,New,,"$45,404",Est. $853/mo,Bill Jacobs VW
2024 Ford Transit-250 Base,New,,"$56,335","Est. $1,059/mo",Haggerty Ford
2024 Ford Bronco Outer Banks,New,,"$53,514","Est. $1,006/mo",Haggerty Ford
2025 Acura RDX Base,New,,"$52,250",Est. $982/mo,McGrath Acura of Downtown Chicago
2025 Nissan Rogue SV,New,,"$31,900",Est. $600/mo,Berman Nissan of Chicago
2019 BMW 430 Gran Coupe i,Used,"13,097 mi.","$29,995",Est. $564/mo,Midway Autohaus
2022 Hyundai Kona SEL,Used,"31,935 mi.","$20,998",Est. $395/mo,CarMax Clackamas
2022 BMW X5 PHEV XDrive45e,Used,"12,268 mi.","$51,998",Est. $977/mo,CarMax Cincinnati
2025 Hyundai Tucson SEL Convenience,New,,"$34,341",Est. $645/mo,AutoNation Hyundai O'Hare
2025 Hyundai Tucson SEL,New,,"$33,349",Est. $627/mo,AutoNation Hyundai O'Hare
2024 Ford Bronco Black Diamond,New,,"$51,539",Est. $969/mo,Willowbrook Ford Kia
2025 Aston Martin Vantage Coupe,New,,"$212,600","Est. $3,996/mo",Napleton Aston Martin Maserati
2025 Nissan Rogue SV,New,,"$33,090",Est. $622/mo,Glendale Nissan
2025 Nissan Rogue SV,New,,"$33,090",Est. $622/mo,Glendale Nissan
2024 Ford F-150 STX,New,,"$44,283",Est. $832/mo,Ford of Homewood
2024 Ford Transit-350 XLT,Used,"21,601 mi.","$49,989",Est. $940/mo,Bill Kay Chevrolet
2025 Genesis G70 2.5T,New,,"$50,590",Est. $951/mo,Genesis of Schaumburg
2017 Lexus RX 350 F Sport,Used,"70,411 mi.","$26,995",Est. $507/mo,Woodfield Lexus
2025 Ford Explorer Active,New,,"$41,498",Est. $780/mo,Webb Ford
2025 Land Rover Defender P300,New,,"$72,808","Est. $1,369/mo",Land Rover Schaumburg
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$64,147","Est. $1,206/mo",Mercedes-Benz of Hoffman Estates
2025 Chevrolet Trailblazer LT,New,,"$28,415",Est. $534/mo,Phillips Chevrolet
2025 Ford Explorer Active,New,,"$42,244",Est. $794/mo,Fair Oaks Ford
2013 Lexus LS 460 Base,Used,"157,116 mi.","$14,477",Est. $272/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2025 Buick Envista Preferred FWD,New,,"$23,962",Est. $450/mo,Woody Buick GMC Naperville
2020 Ford Fusion S,Used,"54,643 mi.","$12,995",Est. $244/mo,Blue Sky Automotive - Chicago
2025 Chevrolet Trax LT,New,,"$23,595",Est. $443/mo,Kingdom Chevrolet
2025 Mercedes-Benz Sprinter 2500 Cargo 170 WB,New,,"$74,814","Est. $1,406/mo",Loeber Motors Mercedes-Benz
2022 BMW X5 PHEV XDrive45e,Used,"12,268 mi.","$51,998",Est. $977/mo,CarMax Cincinnati
2021 Audi A4 Premium Plus,Used,"27,158 mi.","$27,998",Est. $526/mo,CarMax Springfield MO
2025 Chevrolet Equinox AWD RS,New,,"$36,576",Est. $688/mo,Advantage Chevrolet
2024 Alfa Romeo Stelvio Quadrifoglio Carbon,New,,"$89,110","Est. $1,675/mo",Glenview Luxury Imports
2020 Honda Odyssey EX-L w/Navigation/RES,Used,"111,125 mi.","$22,995",Est. $432/mo,Baha Auto Group
2020 Land Rover Range Rover Sport HST MHEV,Used,"51,890 mi.","$40,997",Est. $771/mo,Jaguar Land Rover Hinsdale
2016 Chevrolet Impala Limited LTZ,Used,"146,224 mi.","$8,749",Est. $164/mo,I-80 Auto Sales
2018 Mercedes-Benz GLS 450 Base 4MATIC,Used,"85,622 mi.","$24,899",Est. $468/mo,Star Motor Sales
2025 Nissan Pathfinder SV 4WD,New,,"$42,497",Est. $799/mo,Zeigler Nissan of Orland Park
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$64,208","Est. $1,207/mo",Mercedes-Benz of Orland Park
2025 Mercedes-Benz CLA 250 Base,New,,"$50,015",Est. $940/mo,Mercedes-Benz of Orland Park
2025 Chevrolet Equinox 1LT,New,,"$32,640",Est. $614/mo,Dick Wickstrom Chevrolet
2025 Volvo XC60 Plug-In Hybrid T8 Plus,New,,"$64,235","Est. $1,207/mo",Volvo Cars Lisle
2024 Ford F-150 XL,New,,"$39,401",Est. $741/mo,Schaumburg Ford
